level,question,answer
0.4,What are the prime factors of 13778590?,"2, 5, 7, 196837"
0.4,List the prime factors of 1092469.,"7, 239, 653"
0.4,Calculate -2630.1 + 3.636.,-2626.464
0.4,Simplify ((sqrt(95) - (sqrt(95)*-2 - sqrt(95)))*3)/(-1*sqrt(405) - sqrt(405))*1.,-2*sqrt(19)/3
0.4,"Let q be (-1 + 2)/(4/(-24)*-3). Suppose q*w - c - 16 = -3*c, 4*c = 0. Let u be 2/3 - (-5)/15. Which is bigger: u or w?",w
0.4,What is (36/6 - 8)*435/30?,-29
0.4,Expand -z**4 + 22*z**3 + 5*z**4 - z - 20*z**3 - z**4 + 0*z**4 - z**4 + (-7*z + 3*z + 3*z)*(-34 + 8*z**3 + 34).,-6*z**4 + 2*z**3 - z
0.4,Expand (-4*k**3 - 3*k**3 + 2*k**3)*(-9*k**2 - 4*k**2 - 3*k**2) + (k**2 + 0 + 0)*(5*k**3 - 3*k**3 + 0*k**3).,82*k**5
0.4,Simplify (((sqrt(17) - (-4 + sqrt(17) + -1)) + sqrt(17))**2 - sqrt(34)/sqrt(2)*-4 - 2*(-1*sqrt(204))/sqrt(12)) + 0.,42 + 16*sqrt(17)
0.4,What is -0.069 - 0.9828?,-1.0518
0.4,Collect the terms in -9 - 11 + 51 - 15 - 13 - 34*k.,3 - 34*k
0.4,483+1231604,1232087
0.4,Simplify ((((sqrt(150) - sqrt(150)*-2)*-5 + sqrt(150) - sqrt(150))/sqrt(10))/(-2*sqrt(80) - (sqrt(5) - sqrt(45) - sqrt(5))*-2))**2.,675/196
0.4,List the prime factors of 391660.,"2, 5, 19583"
0.4,Expand -4*q**5 - 9*q**5 - 5*q**5 + (1 - 7 + 3)*(2*q**5 - q**5 - 3*q**5) + (0 - 2*q**3 + 0)*(3*q - 3*q - q**2).,-10*q**5
0.4,What is 0.000098204 rounded to 5 dps?,0.0001
0.4,What are the prime factors of 2023789?,"37, 83, 659"
0.4,Is 50831 composite?,True
0.4,Collect the terms in 66*o - 414*o - 260*o.,-608*o
0.4,Round -0.01878314 to four dps.,-0.0188
0.4,What is the greatest common divisor of 5 and 583655?,5
0.4,Solve -168 = -306*i + 250*i for i.,3
0.4,Subtract -0.110933 from -0.591.,-0.480067
0.4,What are the prime factors of 22437363?,"3, 13, 575317"
0.4,Solve 190*u**5 + 3068*u**4 + 11846*u**3 + 1648*u**2 - 120*u = 0 for u.,"-10, -6, -1/5, 0, 1/19"
0.4,3/(-17 + 686/40),20
0.4,Is 1995583 a prime number?,True
0.4,Let y = -768 - -771. Which is the nearest to -2/5?  (a) y  (b) 5  (c) 3/2  (d) -1/20,d
0.4,What is the highest common factor of 978644 and 356?,356
0.4,Is 18770677 a composite number?,True
0.4,Round 340.8642 to one decimal place.,340.9
0.4,Solve l**4 + 2644*l**3 - 29195*l**2 + 26550*l = 0 for l.,"-2655, 0, 1, 10"
0.4,How many minutes are there between 10:45 AM and 6:21 PM?,456
0.4,"Let g = -1.56 - -2.56. What is the nearest to g in -17, 13, -5?",-5
0.4,Subtract 128843.297 from 53.,-128790.297
0.4,What is 375/(-500) - (-2)/3?,-1/12
0.4,Simplify 1 + -2*(sqrt(68) + (sqrt(68) + (sqrt(68) - sqrt(68)*2 - sqrt(68)) - sqrt(68))*-4)/(sqrt(144)*6).,1 - sqrt(17)/2
0.4,"Suppose -3*l - 3*q = -15, 0 = 5*l - 0*l - 5*q - 5. Suppose -v + 16 = l*v. Let o = 0.3 - 0.1. Which is the nearest to o?  (a) -5  (b) v  (c) -3/5",c
0.4,Expand (-15 + 15 - 2*j)*(-2 - 1 + 1)*(4*j**4 - 6*j**4 + 3*j**4) + j**5 + 2*j**5 + 6*j**5.,13*j**5
0.4,Simplify (5*(1 + (-6*(sqrt(5) + 4 - sqrt(5)) - (1 + sqrt(5) + 1))))**2.,1250*sqrt(5) + 15750
0.4,What is -0.00008559 rounded to five decimal places?,-0.00009
0.4,What are the prime factors of 21912?,"2, 3, 11, 83"
0.4,What is 25/72 + (-120)/540 - (-322)/(-16)?,-20
0.4,"Let i(l) = -5*l - 14. Let t(s) = 11*s + 27. Let z(j) = 7*i(j) + 3*t(j). Suppose 6*g - 2*g = y - 30, 3*g = 4*y - 16. Let f be z(g). Is -3/4 != f?",True
0.4,Evaluate (28 - 0) + 1/38 + (-54864)/5472.,18
0.4,What is 1126 plus 0.00409?,1126.00409
0.4,Let 2*b**3/9 + 346*b**2/9 + 14600*b/9 + 19448 = 0. Calculate b.,"-117, -34, -22"
0.4,What is 153530.99 rounded to the nearest ten thousand?,150000
0.4,Collect the terms in 52*w - 51*w + 81*w + 81*w.,163*w
0.4,What is the highest common factor of 356544 and 252?,36
0.4,What is -0.006019367 rounded to three dps?,-0.006
0.4,What is 72666.02 rounded to the nearest 1000?,73000
0.4,What is 88515.8 rounded to the nearest one thousand?,89000
0.4,Solve -3*j**5 - 318*j**4 - 5577*j**3 - 17718*j**2 + 97056*j - 73440 = 0.,"-85, -12, 1, 2"
0.4,Is 527533 a prime number?,True
0.4,What is 582 minutes before 3:50 PM?,6:08 AM
0.4,Collect the terms in 61 + 73608*g - 73608*g + 23*g**3 + 39.,23*g**3 + 100
0.4,Round -6632740 to the nearest 1000000.,-7000000
0.4,Calculate the highest common divisor of 1491 and 27903.,213
0.4,Collect the terms in 6*i**3 - 315*i**2 - 314*i**2 - 313*i**2 + 942*i**2.,6*i**3
0.4,"Let s(d) = 4*d**2 - 16*d + 12. Let r be s(10). Suppose 2*p = 3*z + 187, -3*z - z - r = -2*p. Is -64 at most as big as z?",False
0.4,Let i = 17 - 22. Let y = 7 + i. Suppose y*v = 3 - 7. Which is the closest to v?  (a) 4  (b) -0.4  (c) 0.4,b
0.4,Let g be (5/(-35) + (-61)/(-574))*4. Which is smaller: g or -1?,-1
0.4,Solve -223*g + 64037 - 58462 = 0 for g.,25
0.4,Let d be 5/(25/15) + 49. Suppose 3*m - 38 = d. Let l = m + -30. Is l less than or equal to 2.5?,True
0.4,Collect the terms in -138*w**3 - 2*w**2 + 101*w**3 + 26*w**3.,-11*w**3 - 2*w**2
0.4,Is 11179649 a composite number?,True
0.4,Collect the terms in 18615*n + 158*n**3 - 18615*n.,158*n**3
0.4,"Let j = 559 + -558.9. What is the nearest to j in 1, 3, -3?",1
0.4,Round 0.000301088 to five dps.,0.0003
0.4,What is 584 minutes before 12:34 AM?,2:50 PM
0.4,Calculate the greatest common divisor of 17113 and 1727.,157
0.4,Simplify -4 + sqrt(153)/(-2*sqrt(9)) - (sqrt(425)*3 + 5)**2.,-3854 - 301*sqrt(17)/2
0.4,Is 410804291 composite?,True
0.4,What is 0.0822355 rounded to two decimal places?,0.08
0.4,Is 10467406 composite?,True
0.4,Solve -53*o - 12 = 518 for o.,-10
0.4,Simplify (-6*2*sqrt(156) + 4*2*sqrt(156))/(sqrt(300) - -6*(-1*sqrt(300) - sqrt(300))).,4*sqrt(13)/55
0.4,Simplify sqrt(5) + sqrt(5)*-1 + 5 + sqrt(90)/sqrt(2) + sqrt(45) + sqrt(15)/(sqrt(3) + sqrt(12)) + sqrt(45) + 0.,5 + 28*sqrt(5)/3
0.4,Expand -4*m**2 + 4*m - 15 + 15 + (0 + 0 - m)*(-2*m + 2*m + m) + m**2 - 6*m**2 - 2*m**2.,-12*m**2 + 4*m
0.4,Simplify (-3 + sqrt(153)*2)**2 + (sqrt(153) - ((sqrt(153) - (-2*sqrt(153) + sqrt(153) + sqrt(153) + 4)) + sqrt(153))**2).,-7 + 15*sqrt(17)
0.4,"Determine o, given that 15*o**4 + 2540*o**3 + 62165*o**2 + 79240*o + 19600 = 0.","-140, -28, -1, -1/3"
0.4,Solve -69*c - 57908 + 60047 = 0 for c.,31
0.4,Calculate the greatest common divisor of 8301158 and 5492.,2746
0.4,Solve 146 = -35*t - 162 - 112 for t.,-12
0.4,Solve -45*u = -293*u for u.,0
0.4,Is 33663719 a prime number?,False
0.4,Let z = -132/49 - -53558/19845. Is z greater than or equal to -1?,True
0.4,Let h = -24.1 - -24. Which is the closest to h?  (a) 1/5  (b) 4/9  (c) 1/3,a
0.4,Is 1076279 prime?,True
0.4,Expand (46*d - 18*d + 48*d)*(0*d + d + d + (-d - 2 + 2)*(1 + 0 + 0) + 4*d - 4*d - 2*d - 4*d + d + 2*d).,-152*d**2
0.4,What is q in 3*q**3/4 - 2379*q**2 + 1886547*q = 0?,"0, 1586"
0.4,Simplify (2*sqrt(252) + sqrt(252) - sqrt(252) - (-1*sqrt(252) + sqrt(252)))/(-6*-2*(sqrt(4) + sqrt(20)/sqrt(5))).,sqrt(7)/4
0.4,Expand (-5 + 5 - 2)*(3*x - 2*x - 4*x) - 84 + 84 - 2*x.,4*x
0.4,Let r = -469.8 - -470. Which is the closest to r?  (a) -4  (b) 0.4  (c) -47  (d) 5,b
0.4,How many minutes are there between 9:01 AM and 3:45 PM?,404
0.4,Factor -2*q**2 + 23796*q.,-2*q*(q - 11898)
0.4,Expand (41*d**3 - 95*d**3 - 38*d**3)*(-3 + 3 - d + 1).,92*d**4 - 92*d**3
0.4,List the prime factors of 3204095.,"5, 241, 2659"
0.4,What are the prime factors of 2701595?,"5, 13, 89, 467"
0.4,Calculate the greatest common factor of 695 and 576155.,695
0.4,Calculate ((-48)/28 - 1*-3)/(456/2128).,6
0.4,What is the highest common divisor of 121097 and 332?,83
0.4,Collect the terms in 56*q - 57*q + 118*q.,117*q
0.4,Solve -2899 = -435*j + 73*j - 727 for j.,6
0.4,"Suppose 0 = 3*f - 2*k - 9, -4*f + 3*k = 8 - 21. Suppose 5*g - 6*g = -f. Which is smaller: -1/13 or g?",-1/13
0.4,Is 13915661 a prime number?,False
0.4,What is the highest common divisor of 100973 and 296?,37
0.4,Evaluate (-56)/(-2940)*(5/(-4))/((-12)/(-48)).,-2/21
0.4,Calculate the highest common divisor of 336 and 1377096.,168
0.4,Solve 0 = 223*y - 216*y - 70 for y.,10
0.4,What is the highest common divisor of 32424 and 2904?,24
0.4,How many minutes are there between 2:45 PM and 2:44 AM?,719
0.4,What is -1694.22 plus 243?,-1451.22
0.4,Expand (3 - 3*r - r + 5*r)*(-48*r - 56*r + 17*r) - 2*r**2 + 1 - 1.,-89*r**2 - 261*r
0.4,Collect the terms in -87*z**2 - 71*z**2 - 2*z**3 - 13*z**3 + 158*z**2.,-15*z**3
0.4,What are the prime factors of 246918?,"2, 3, 7, 5879"
0.4,What is 102 plus 557.423?,659.423
0.4,What is the value of 162/108*-2*52/(-6)?,26
0.4,Sum 274297860 and -3.,274297857
0.4,Is 1423003 a composite number?,False
0.4,Solve 8594*d = 8544*d + 1300 for d.,26
0.4,Simplify (3*sqrt(32)*3)/((sqrt(24)/sqrt(2))/sqrt(3) + sqrt(4)*2*1).,6*sqrt(2)
0.4,What is 584 minutes before 9:25 AM?,11:41 PM
0.4,Is 5929381 composite?,True
0.4,Collect the terms in n**3 + 57*n**3 - 8*n**2 + 8*n**2.,58*n**3
0.4,Is 50891 prime?,True
0.4,Expand -1 + 1 - 4*j**2 + (-2*j - 2*j + j)*(-j + 0*j + 0*j) + 4 - 4 + 2*j**2.,j**2
0.4,Collect the terms in 65*w + 27*w + 87*w.,179*w
0.4,"Suppose f - 15 = 4*s, 56*s + 4 = 54*s + 4*f. Let g = 35/4 + -9. Which is the closest to g?  (a) 1  (b) 5  (c) s",a
0.4,Calculate -12936300089 - -3.,-12936300086
0.4,Is 88137019 a prime number?,True
0.4,Solve -9*a + 6942 = 7041 for a.,-11
0.4,What is 141685 rounded to the nearest 100?,141700
0.4,Simplify ((sqrt(99) + sqrt(99) + 0 + 0 - (sqrt(99) + 2 + 4))*6)**2.,4860 - 1296*sqrt(11)
0.4,Calculate the highest common factor of 39865 and 335.,335
0.4,Collect the terms in 6197*b**3 + 7226*b**3 - 1591*b + 1589*b.,13423*b**3 - 2*b
0.4,Expand 21*c**2 + 76 - 76 + 0*c**2 - 3*c**2 + c**2 - 2*c**2 - 2 + 2 + (2*c + 0 + 0)*(-4*c + 5*c - 2*c).,15*c**2
0.4,Add -6025.2388 and 0.3.,-6024.9388
0.4,Work out 161646 - -179.,161825
0.4,What is -6870.569 rounded to the nearest 100?,-6900
0.4,Calculate (-40 + -3 - -44)/(1/(-13)).,-13
0.4,Collect the terms in 35 - 57 - h**2 - 30.,-h**2 - 52
0.4,What is x in 5*x**4 + 170*x**3 - 735*x**2 - 6820*x - 5920 = 0?,"-37, -4, -1, 8"
0.4,What are the prime factors of 434873?,434873
0.4,Let q be ((-3)/(-6))/((-119)/(-68)). Which is the nearest to 0?  (a) 3/2  (b) 2  (c) q,c
0.4,Solve 121*c = -60*c - 543 for c.,-3
0.4,Solve -2*q**4/13 + 1884*q**3/13 - 27810*q**2/13 = 0 for q.,"0, 15, 927"
0.4,Suppose 4*k**2 + 720*k - 17776 = 0. Calculate k.,"-202, 22"
0.4,What is (-2)/(-4) + (113 - 107)*2/24?,1
0.4,Solve -40*w = 130 - 14 + 44 for w.,-4
0.4,Simplify -4*(sqrt(102) - (sqrt(102) + sqrt(102)*-2)*-4)/(sqrt(864) - (sqrt(864) + sqrt(864)*-2)).,sqrt(17)/2
0.4,What is (-7776)/(-8448) + (4 - 250/55)?,3/8
0.4,"Find q, given that 3*q**2 + 6246*q - 6249 = 0.","-2083, 1"
0.4,Expand 4*d + 4*d**3 - 4*d + (d - d + 2*d)*(2*d - 2*d + d**2) + (-2*d**3 + 3*d**2 - 3*d**2)*(-55 + 19 - 23).,124*d**3
0.4,Collect the terms in 29*u**2 + 12 + 16*u**2 - 56*u**2 + 6*u**2.,12 - 5*u**2
0.4,Let t = 387.41 + -387. Is 1/3 less than t?,True
0.4,"Let n = 159 - 796/5. What is the nearest to n in 5, -18, -0.3?",-0.3
0.4,What is -0.0003175476 rounded to 4 dps?,-0.0003
0.4,Let h = 157/3 - 54. Let t = 11 - 15. Let k = -18 + 16. Which is the closest to 0?  (a) t  (b) k  (c) h,c
0.4,Evaluate (-33 + (-2504)/(-48))*6/(-20).,-23/4
0.4,Solve -50*m + 175 = 25 for m.,3
0.4,What is 8167176 rounded to the nearest 1000000?,8000000
0.4,What are the prime factors of 124743?,"3, 43, 967"
0.4,What is -5951485 less than 5.2?,5951490.2
0.4,List the prime factors of 485031.,"3, 107, 1511"
0.4,Let s = 19.71 - 20. Let a = -0.01 + s. Let u = -1.6 - 0.4. Which is bigger: a or u?,a
0.4,What is the value of 2*-6*1*(17 - (-392)/(-24))?,-8
0.4,Solve -368*c + 6048 = -882*c - 350*c for c.,-7
0.4,What is the value of ((-710)/(-1750) + 6/(-21))*10?,6/5
0.4,Let z(y) = y + 4. Let d be z(-8). Let h(n) = n**2 + 3*n - 6. Let b be h(d). Let k be (4/16)/(b/(-16)). Are 3 and k unequal?,True
0.4,What are the prime factors of 170192?,"2, 11, 967"
0.4,Is 14731501 a prime number?,True
0.4,Expand (-151 + 27 - 7)*(7 - 7 - 9*l).,1179*l
0.4,Solve -3*y + 868 = 140*y - 1277 for y.,15
0.4,Let o = 1/2 + -9/14. Let j = -1855.6 - -1856. Which is the nearest to 1?  (a) 0.2  (b) o  (c) j,c
0.4,Factor -4*a**3/7 + 276*a**2/7 - 3512*a/7 - 24960/7.,-4*(a - 48)*(a - 26)*(a + 5)/7
0.4,Round -586996.8 to the nearest 1000.,-587000
0.4,"Suppose -3*m = -0 - 18. Suppose m*i - 5 = 5*i. Suppose -3*o - i = -4*w, w + 2 + 2 = -o. Which is smaller: -4/5 or w?",w
0.4,Factor -4*t**3 + 1764*t**2 - 56508*t - 34681508.,-4*(t - 277)**2*(t + 113)
0.4,What is 457 minutes after 8:59 AM?,4:36 PM
0.4,Let q = -87 + 103. Is 8 less than or equal to q?,True
0.4,What is 631 minutes after 8:27 AM?,6:58 PM
0.4,Suppose 82 = -3*y - 254. Let l be ((-282)/(-75))/(y/10). Let u = -3/35 - l. Which is smaller: 0 or u?,0
0.4,How many minutes are there between 4:46 AM and 8:49 AM?,243
0.5,Let y(d) be the second derivative of -d**4/3 - 2*d + 13. Let f(i) = -5*i. Calculate f(y(a)).,20*a**2
0.5,"Sort 21, 5, 3, 1, -10 in descending order.","21, 5, 3, 1, -10"
0.5,"In base 13, what is -2a6b + -23?",-2a91
0.5,Simplify (r**(-11))**(-1/26)*r/r**5*(r*r/(r/r**(1/2)))/r assuming r is positive.,r**(-40/13)
0.5,"Put -4/97, -7453, 3/4 in decreasing order.","3/4, -4/97, -7453"
0.5,"Suppose 3*q = -4*v + 32, 0*v - 3*v + 2*q + 7 = 0. Suppose -2*s = -4*c + 63 + 87, v*c - 5*s = 190. What are the prime factors of c?",37
0.5,Which is the biggest value?  (a) 90  (b) 3478/7  (c) -2,b
0.5,Let f be 12/66 - ((-60)/(-11))/(-3). Suppose 0*r + f*r = 1934. Is r composite?,False
0.5,Let s = -124 + 2. Let u = -59 - s. What is the greatest common divisor of 9 and u?,9
0.5,Let j(s) = 3*s**2 + 14*s + 14. Let c be j(-10). Let m = 186 + -93. Let h = m + c. Is h a composite number?,True
0.5,"Sort 18, 1, 7, -3, -5 in descending order.","18, 7, 1, -3, -5"
0.5,"Put 5, 2, 96 in ascending order.","2, 5, 96"
0.5,Simplify ((x*x**(-6)*x/x**(-1))**(-3/7))**24 assuming x is positive.,x**(216/7)
0.5,Work out 12 * -0.457.,-5.484
0.5,Let k(o) be the first derivative of -12 - 2/9*o**3 - 98/3*o + 14/3*o**2. What is h in k(h) = 0?,7
0.5,Let r(v) = -v**3 + 10*v**2 + 6*v + 20. Let l be r(9). Let n(w) = 9*w**2 - l - 157 + 312. Let y(c) = -3*c + 2*c + 3*c. What is y(n(h))?,18*h**2
0.5,Is (-29)/(2/4*(-86)/27563) a prime number?,False
0.5,Let r(w) = -3136*w**3 - 2353*w**3 - 18*w - 1 - 5*w**2 - 7 + 23*w. Let m be r(-8). Round m to the nearest 100000.,2800000
0.5,"Suppose -3*y + 2*s = 146 - 150, -5*y + 14 = 4*s. Determine o so that 0 + 1/4*o**y + 3/4*o = 0.","-3, 0"
0.5,"In base 5, what is -104210222 - 3?",-104210230
0.5,Find the third derivative of -6*k**2*p**3 + 4*k**2*p**2 + k*p**3 - 3*k*p**2 + 403*p**3 + 2*p**2 - 5 wrt p.,-36*k**2 + 6*k + 2418
0.5,"Put 0.0267, 3, 2, 0.5 in decreasing order.","3, 2, 0.5, 0.0267"
0.5,Let g = 853 + -853.01232. Round g to three decimal places.,-0.012
0.5,"What is the second biggest value in -13/4, 4, -0.5, -0.6?",-0.5
0.5,Let a(o) = -o**2. Let d = -917/3 - -306. Let q(c) be the first derivative of 0*c**2 + 0*c + d*c**3 + 8. Determine a(q(u)).,-u**4
0.5,Simplify ((l*l**6)/(l*l**(1/8)))**(-34) assuming l is positive.,l**(-799/4)
0.5,1013212 (base 4) to base 2,1000111100110
0.5,"Suppose 13*k = 4878 - 731. Suppose 3*p + 2*q + 322 = -2*q, 3*p + k = -q. Round p to the nearest ten.",-110
0.5,Let o(z) = 31*z - 2. Let d(g) = -13*g - 7. Let w(j) = 11*j. Let k(c) = 33*c + 1. Let s(q) = -6*k(q) + 17*w(q). Let h(m) = -6*d(m) + 7*s(m). Determine o(h(x)).,31*x - 2
0.5,Suppose 0 = 21*y - 337 - 209. List the prime factors of y.,"2, 13"
0.5,"Suppose 2*z + 3*z = 190. Suppose 0 = 2*y + z - 348. Suppose 2*k - 6*k = -2*a - 124, 3*a + y = 5*k. List the prime factors of k.",31
0.5,Convert -25704 (base 10) to base 9.,-38230
0.5,Simplify ((a**(-2/23)/a**(-2/3))**(-34))**10 assuming a is positive.,a**(-13600/69)
0.5,Let y = 4 - -135. What is the greatest common factor of 973 and y?,139
0.5,Let n be (0 + (-1)/7)/(4/(-16)). Let r(x) be the first derivative of 2 - 1/7*x**3 - 1/7*x**4 - 1/35*x**5 + n*x + 2/7*x**2. Find o such that r(o) = 0.,"-2, -1, 1"
0.5,What is the third derivative of -65319*n**5 + 593711*n**2 wrt n?,-3919140*n**2
0.5,Let k = 1383 + -1383.583. Round k to the nearest integer.,-1
0.5,Let t = -13 - -16. Suppose i = -t + 12. Let w be 6 + -3 - 2/1. What is the highest common divisor of i and w?,1
0.5,Which is the biggest value?  (a) 28  (b) -5/6  (c) 4  (d) 0.17  (e) -3/7  (f) 3/8,a
0.5,Simplify (n**(-1/2)/n*n**7*n*n**(-4/9)*n*n*n**(2/11))**39 assuming n is positive.,n**(21203/66)
0.5,"What is the second smallest value in -2/25, -0.1, 0.4, -1, -0.035?",-0.1
0.5,"Let f(q) = 3*q - 4*q**2 - q + 2*q + q**3 - 3. Let j be f(3). Suppose 4*u - 909 = 3*k + 104, 5*u + 4*k - 1274 = j. Is u prime?",False
0.5,Which is the fifth smallest value?  (a) 0.08  (b) 2/5  (c) -5  (d) 3/13  (e) 0.095,b
0.5,"In base 3, what is -10 - 21120120100?",-21120120110
0.5,Let f(k) = k**3 + 4*k**2 + 3707. Is f(0) composite?,True
0.5,Let x be (-1 + (-6 - -11))*(-2)/(-4). Let m be 1*-2 - 9*-6. Suppose 0 = 2*q + x*q - m. What are the prime factors of q?,13
0.5,"Put -3, -308, -13, -55, -4 in increasing order.","-308, -55, -13, -4, -3"
0.5,Let j be 6*((-9)/(-18) - -10). Calculate the highest common factor of j and 2961.,63
0.5,"Put -1, -4, 143, 4 in descending order.","143, 4, -1, -4"
0.5,Suppose -144 + 1248 = -12*u. Let z = u + 98. What is the greatest common factor of 66 and z?,6
0.5,"Let t(j) be the third derivative of -j**7/5 + 3*j**6/40 + 4*j**5/5 - 3*j**4/8 - j**3 + 5*j**2 - 55. Find s, given that t(s) = 0.","-1, -2/7, 1/2, 1"
0.5,Find the first derivative of -65*b**3*r**2 - 9*b**2*r**2 - b - 34042*r**2 wrt b.,-195*b**2*r**2 - 18*b*r**2 - 1
0.5,"In base 15, what is 3c - -177?",1b4
0.5,"Determine s, given that 26/3*s**3 - 48*s**4 - 40/3*s + 14/3*s**5 + 48*s**2 + 0 = 0.","-1, 0, 2/7, 1, 10"
0.5,"Let t(n) = -10*n + 1 + 12*n - 3*n. Let w be t(-3). Suppose -119 = g + 3*f - 341, -5*g - w*f + 1077 = 0. Is g composite?",True
0.5,"Suppose 5*g = c - 202, -18 + 3 = 5*c. Suppose 0 = -4*q - 270 - 26. Let w = g - q. Is w composite?",True
0.5,"In base 16, what is -34e + 1c0?",-18e
0.5,Let y(n) = 2*n. Let k(d) = -30529*d**2. Determine y(k(a)).,-61058*a**2
0.5,Let v be (2 - 2)/(-3 - -1). Suppose -4*g + 1 - 5 = v. Is (17 - 7) + 0/g a prime number?,False
0.5,Let u = -947 + 1345. List the prime factors of u.,"2, 199"
0.5,Convert -2255 (base 7) to base 10.,-824
0.5,Let g be -1*(-61 + -1)*4/(-8). Let w = 246 + g. Is w composite?,True
0.5,Let c = 48 - 24. Let l = c + -23.86. Let y = l - 0.136. Round y to three dps.,0.004
0.5,-87 times 4,-348
0.5,Convert -4051 (base 11) to base 16.,-1504
0.5,"Let n(b) = -20*b**2 - 5*b + 55. Suppose 4*m - 65 = -g, 3*g + 63 = 5*m - 31. Let k be n(m). Round k to the nearest one thousand.",-6000
0.5,Find the first derivative of 6*h**3 + 5598*h**2 - 791294 wrt h.,18*h**2 + 11196*h
0.5,What is the third derivative of 3*l**2*m**3 + 66*l**2*m**2 + 22*l*m**3 + l*m**2 - 167*m**3 + 29*m**2 wrt m?,18*l**2 + 132*l - 1002
0.5,"In base 8, what is 12547227 + 4?",12547233
0.5,Let h(a) = 2*a**2 + 30*a - 7. Let l be h(-16). Solve 4*x = -x + l for x.,5
0.5,What is the second derivative of -18*t**3*u**2 + 14*t**3 + t**2*u - t*u**2 - 8*t - 24*u**2 + u wrt u?,-36*t**3 - 2*t - 48
0.5,Let n(x) = 10 - x. Let q be n(6). Suppose -q*l + 2221 = -303. Is l a composite number?,False
0.5,Simplify (a**4)**(-21/4)/((a**0*a)/a)**(-3/13) assuming a is positive.,a**(-21)
0.5,Let t(v) = -32*v**3 - v - 4. Let b be t(-2). Let u = -65 + b. What are the prime factors of u?,"3, 7"
0.5,Let o(z) = -z**3 - 3*z**2 + 10*z + 11. Let t(k) = 5*k**3 - k**2 - k. Let s be t(-1). List the prime factors of o(s).,11
0.5,Suppose 0 = -5*b + 2*b + 144. Suppose 0 = -9*t + 147 + 141. What is the greatest common factor of t and b?,16
0.5,"In base 6, what is 2 + -1302335?",-1302333
0.5,Let x(o) = o**2 + 13*o. Let u(b) = -2350*b - 2. Determine u(x(n)).,-2350*n**2 - 30550*n - 2
0.5,"In base 2, what is 100111011 - -111?",101000010
0.5,-2.34*0.1134,-0.265356
0.5,Let f(z) = 135*z + 27 - 14*z + 4. Is f(6) composite?,False
0.5,Let w be (-6)/9 + 8/(-6) - -4. Suppose -w*g = 3*g - 150. What is the highest common factor of 15 and g?,15
0.5,"Let i be (-4)/(-6)*(-18)/(-3). Suppose 2*l - 14 = -3*m, 4*l = i*m + 6 + 2. Solve m = -3*d + 2*d for d.",-2
0.5,"Suppose 4 = -f + x, 4*x - 4 + 0 = f. Let n = -1 - f. Suppose -l = n*r - 10 - 3, 3*r - 2*l = 10. List the prime factors of r.",2
0.5,Simplify (l**1/(l/(l*(l*l**(-5)/l)/l)))/((l*l**(1/14)/l)/(l/(l*l**(-7)*l*l*l)*l)) assuming l is positive.,l**(-1/14)
0.5,Simplify (z*z**(-8)*z*z*z**(2/9))/((z/((z*z/z**(-18))/z)*z)/(z*z/(z*z**(1/2)))) assuming z is positive.,z**(229/18)
0.5,"Let f = -80 - -54. Let i = -10 - f. Suppose -4*j = i, -j - 3*j - 480016 = -5*n. Round n to the nearest ten thousand.",100000
0.5,"Suppose -2*s - l = 27531, 15276 + 53565 = -5*s + 2*l. Let y = 21250 + s. Is y prime?",False
0.5,Which is the second smallest value?  (a) -62597  (b) -4  (c) 0.5,b
0.5,Let q = 297 - 294.62. Let i = -3037.1991 - -3034.8. Let m = q + i. What is m rounded to three decimal places?,-0.019
0.5,Let o(f) = 8 - 3*f. Let u be o(-1). Suppose -u*b - 50500 = -10*b. Round b to the nearest 10000.,-50000
0.5,Which is the smallest value?  (a) -11/8  (b) -2/9  (c) 11215,a
0.5,Suppose -5*k - 6*k = -715. Suppose -k*r + 396 = -63*r. List the prime factors of r.,"2, 3, 11"
0.5,Let d(z) = 7207*z. Let b(t) = -t**2 - 8*t. Determine b(d(w)).,-51940849*w**2 - 57656*w
0.5,Differentiate i**4 + i**3 + 2*i**2 + 233075*i - 746453 wrt i.,4*i**3 + 3*i**2 + 4*i + 233075
0.5,Which is the sixth smallest value?  (a) 2/21  (b) 0.2  (c) 3  (d) -1  (e) -3512  (f) 0.5,c
0.5,-8bc (base 13) to base 14,-799
0.5,Convert -1052340 (base 6) to base 12.,-270b0
0.5,"Put 0.844, -6.9, -2 in ascending order.","-6.9, -2, 0.844"
0.5,What is the third derivative of 53211*s**6 - 46086*s**2 wrt s?,6385320*s**3
0.5,Simplify (o/(o/o**(-1/7))*o*o*o**(-1/2)*o)/(o**13*o)**(10/11) assuming o is positive.,o**(-1597/154)
0.5,"Suppose 5*c + u = 3*u, 0 = -2*c + 2*u - 6. Let q(n) = 2 + 1 - 2 - 7*n**3 - n**c + n. List the prime factors of q(-1).","2, 3"
0.5,What is 5918 (base 12) in base 3?,111122202
0.5,Let n = 0.01404 - 0.014. Round n to four dps.,0
0.5,-76.78 times 24,-1842.72
0.5,Let a(y) = -2*y + 8*y - 2*y + 3 + y - y**2. Let n be a(4). Factor -n - 5 - 27*u**2 + 18*u + 4 + 5.,-3*(3*u - 1)**2
0.5,"Sort 6, 11, 107 in increasing order.","6, 11, 107"
